building_id,mae,rmse,cvrmse,wape,cold_start
196,0.06443311149920722,0.2701800264782356,7.69375439627793,4.474056620409163,False
212,0.010796240828500888,0.023676701439578954,1.9247544963311696,1.0681955213884033,True
216,0.07631113352694992,0.14149036249563796,9.25486272598261,5.888523940921542,True
228,0.06288484374215851,0.18946000134017402,7.190308190295276,5.303101755526456,False
231,0.004992752833392125,0.0076491908276465495,0.6905674785381063,0.4997705706052649,False
236,0.01937594281261605,0.037290938523605745,2.6197381520631593,1.7693037164650187,False
266,0.03254161312105672,0.06220326206909515,4.743678734310733,3.3256290879829433,False
294,0.09983407763885119,0.12954037605638538,14.329231209056564,9.848552228643557,False
301,0.01286979790878916,0.014967723479878918,1.5089094961786893,1.3156110158888148,False
313,0.1698048062850495,0.20698483072606755,13.911274106245955,11.560703827079791,False
327,0.04260702314200705,0.05070974930180198,4.784655172378745,4.1265074658817955,False
331,0.4140472804394537,0.5610989673719827,127.35186291631055,59.715960606972374,False
356,0.04401672211621892,0.05159469214228491,9.725278624303195,8.274630762479248,False
400,0.055683511214354775,0.07203195668315975,7.038692692885025,5.615049964105301,True
468,0.04374788855838132,0.05370632754955548,5.691596567544904,4.557492791134152,False
474,0.03798908419062003,0.05627636402306927,5.4169671374445825,3.9008720812067867,True
480,0.03194429408926651,0.04684461312817721,4.929262103174725,3.231556943231019,False
503,0.029861140812031704,0.04810409734922231,4.28553922318957,3.1573596062242157,False
519,0.0455634402892345,0.05988297375722761,5.4738269798691,4.305208257928786,False
524,0.04461405616082177,0.055457457045481814,6.207584369763293,4.8036885264041524,False
539,0.14429424004265523,0.1923877326935641,24.492624123176952,17.09418163208066,True
540,0.04974309548522125,0.06426377704199228,6.946337625705199,5.117835052891614,False
545,0.032892077334748325,0.04661800314942227,5.063351269238978,3.3936696693454476,False
548,0.09460965805528701,0.11908434016432137,14.547334226422459,10.1594474216864,False
879,0.049231696412919364,0.15816733018881532,9.820851964977503,3.8616197538884984,True
892,0.056198591471368575,0.14788886738680337,12.32740119810319,4.993889683361178,False
901,0.1664935572352069,0.254321971185009,18.4076162042945,12.907715166844195,True
907,0.022069350614166653,0.04763876466986551,4.1201084502075345,2.0745601107397036,False
908,0.055886616883139575,0.1321483141540788,8.416862908197679,4.4000724583071005,False
936,0.04388491634306934,0.0976209729931184,9.652992514439914,4.3567989278697885,False
947,0.0692728328054787,0.12044220608414864,10.561479067813542,6.595523468786284,True
952,0.14013965905279482,0.287535887286311,20.488523291905,10.7023397640758,False
1087,0.04999440206238417,0.07915001822240979,6.870392169793305,4.599396698494907,True
1091,0.04420473535875427,0.05581891434350484,5.024873861324424,4.158603348009002,False
1093,0.04391230852553743,0.06782840753790531,6.578024420017807,4.430362597189559,True
1128,0.025546296787136713,0.030631440891199346,3.2384451035914585,2.5529738604775076,False
1141,0.06014472694820589,0.07216688843881286,8.09688755259562,6.342802582043639,False
1152,0.012892927859542345,0.01802240160973343,1.8072742446975283,1.2911511496596944,False
1154,0.03129642295056209,0.04151618624084047,4.843073601182168,3.210688839818985,False
1158,0.025499564174706127,0.04116407816057216,4.027605810954078,2.5276135830941513,False
1167,0.07572350220863933,0.10400718267815824,11.160827905071875,7.872242952974388,False
1191,0.016171096177549363,0.04383927521201121,2.9986460779219968,1.4705553821377766,False
1193,0.020777663975264784,0.05293257351336912,3.810474314224626,1.8016832378254677,False
1211,0.03291698550038762,0.057017475760337256,4.831063658013314,2.944217186948346,False
1215,0.023633002217619468,0.03605959685979498,4.5471960382881695,2.4534328526039277,False
1218,0.05993508451834452,0.07802420290148511,10.759146028771982,6.6492046570972425,False
1220,0.05828746962575768,0.09405294213966156,7.206818962297559,4.823377588842855,True
1235,0.14056118765103862,0.6732448886839936,6.231496240985278,3.568085140092482,False
1255,0.10031518908370511,0.30609867255597234,9.246264067194755,7.025576461244938,False
1262,0.2824801010096249,0.6863011862949291,13.713144027719808,7.191584463390995,False
1267,0.05422408687435952,0.12017910923104065,5.17457239558817,3.8271319358254945,False
1268,0.1688302657064051,0.4727943614141177,12.21944420603508,7.961541572957244,False
1293,0.03901267197910453,0.08825552846957092,5.260539519164528,2.8333647693054167,False
1317,0.979828131203822,1.697687698325111,48.197659139305784,35.11699238571679,False
1334,0.04338290268438538,0.07337665255627022,5.452250103090578,3.48667687758139,False
1341,0.030302875227363836,0.07475559931159882,5.983107330291589,2.7094239207886575,False
1375,0.030449557433463455,0.04055522245682298,4.051285648934755,3.0674353742767315,True
1407,0.050075752543981195,0.06746692239488314,6.360189945287342,4.816630968866354,False
1419,0.025787564814384774,0.033269548601493164,3.555367752041917,2.7538906622858987,False
1447,0.023381689604418988,0.030051818488528132,2.85589739184534,2.2647987995462033,False
