Strategy,building_id,cold_start,mae,rmse,cvrmse,wape
FTL,196,False,26.37785530090332,27.28739840689116,67.72242,65.465096
FTL,212,True,430.72760009765625,432.51398098789826,46.473118,46.281174
FTL,216,True,16.264062881469727,21.22709660144206,14.532319,11.134567
FTL,228,False,31.614662170410156,32.17018648434448,106.85317,105.007996
FTL,231,False,23.389638900756836,24.123683122656534,30.87796,29.938395
FTL,236,False,26.496206283569336,27.28960040086814,48.401417,46.994232
FTL,266,False,22.618247985839844,25.584589659155053,34.548794,30.543121
FTL,294,False,23.28119468688965,25.01849169629961,43.268436,40.26385
FTL,301,False,27.08656120300293,27.587905489487145,78.11725,76.697655
FTL,313,False,19.22276496887207,23.040881106165134,40.88132,34.10686
FTL,327,False,9.290338516235352,12.299686483713975,8.539446,6.4501104
FTL,331,False,97.0073013305664,178.63928498688355,103.620895,56.26973
FTL,356,False,14.803974151611328,16.78921336891264,1662.0104,1465.4861
FTL,400,True,23.943300247192383,24.896768064521822,112.75791,108.43964
FTL,468,False,25.294530868530273,26.376745952652712,52.694805,50.532787
FTL,474,True,17.69195556640625,19.729405735692946,154.71141,138.7344
FTL,480,False,20.712316513061523,21.751640170287303,127.04426,120.97391
FTL,503,False,24.870059967041016,25.762790503198964,205.38649,198.26944
FTL,519,False,466.1852722167969,489.22286907400394,50.326378,47.956497
FTL,524,False,8.27719497680664,10.474032307721947,7.351371,5.809485
FTL,539,True,14.372984886169434,15.768448938738196,282.94534,257.9055
FTL,540,False,28.956737518310547,35.39047668291217,16.220625,13.27183
FTL,545,False,15.221428871154785,17.147477372039578,19.760887,17.541292
FTL,548,False,18.572471618652344,19.623769928110303,107.089615,101.35252
FTL,879,True,31.334381103515625,34.26310267734265,13.999416,12.802781
FTL,892,False,12.599385261535645,16.0355335483931,12.201822,9.587175
FTL,901,True,7.513317108154297,11.215679120315578,7.010602,4.6963615
FTL,907,False,21.19165802001953,22.275137085498134,31.565718,30.030336
FTL,908,False,14.870426177978516,17.075458677953574,15.789412,13.750452
FTL,936,False,27.56222915649414,28.290309538241733,216.48677,210.91525
FTL,947,True,21.653596878051758,22.21250791361705,33.370487,32.53082
FTL,952,False,8.731215476989746,11.206315739402129,6.969282,5.430001
FTL,1087,True,34.39237976074219,34.981845179857224,144.35721,141.9247
FTL,1091,False,22.8233585357666,29.02194751390747,13.768398,10.827704
FTL,1093,True,31.144914627075195,31.704162670918507,138.12526,135.68881
FTL,1128,False,22.791534423828125,23.387006807249698,28.845177,28.110727
FTL,1141,False,33.00657653808594,33.73346853518124,158.26782,154.85745
FTL,1152,False,100.62879180908203,103.88287801052684,26.604149,25.770786
FTL,1154,False,53.791603088378906,63.13622270287873,21.27015,18.122015
FTL,1158,False,32.64894485473633,44.31197108288008,18.92536,13.944157
FTL,1167,False,29.031909942626953,33.59144069097532,45.51154,39.334034
FTL,1191,False,127.67093658447266,137.66159538429736,31.352663,29.077274
FTL,1193,False,30.006153106689453,33.9910284435237,46.620102,41.154682
FTL,1211,False,32.109066009521484,33.89615345064983,60.157013,56.98539
FTL,1215,False,22.023944854736328,23.666324380181404,25.988615,24.185076
FTL,1218,False,64.11566162109375,92.63196351185967,32.539764,22.522554
FTL,1220,True,105.9422607421875,129.7068509659378,35.465492,28.967587
FTL,1235,False,58.892276763916016,72.74363025164128,24.62776,19.938309
FTL,1255,False,32.27643966674805,32.945921080162755,81.076164,79.42864
FTL,1262,False,21.68903350830078,26.167240727762785,26.993565,22.373941
FTL,1267,False,27.665319442749023,38.832247957661586,18.159237,12.937214
FTL,1268,False,33.15842819213867,34.49665971148511,82.09015,78.90562
FTL,1293,False,24.45941162109375,26.298052883231083,31.110933,28.935799
FTL,1317,False,96.82170867919922,106.92947259467336,28.095207,25.439438
FTL,1334,False,16.787099838256836,18.556246645019062,17.956701,16.244715
FTL,1341,False,29.90027618408203,30.519028028057246,261.39246,256.0929
FTL,1375,True,9.073898315429688,10.84470330261182,8.551678,7.155295
FTL,1407,False,20.311132431030273,22.116193322542607,23.633318,21.704432
FTL,1419,False,21.674259185791016,23.1134829322999,238.5284,223.67578
FTL,1447,False,14.314573287963867,18.001736027394692,9.696969,7.7108107
